order_id,product_category,price_inr,discount_pct,payment_method,customer_tenure_days,num_previous_orders,num_previous_returns,delivery_distance_km,delivery_days,is_weekend_order,customer_rating,returned
28,Apparel,1258.0,31.462922712711887,COD,113,3,0.0,296.3,8.0,1,3.0,1
29,Apparel,1020.0,41.725844071849394,Wallet,372,10,0.0,213.9,4.0,0,3.0,0
30,Home,4239.0,30.55508494396648,COD,86,0,0.0,332.6,4.0,0,,0
31,Footwear,1279.0,25.527532509877098,COD,158,5,1.0,236.0,1.0,1,2.0,0
32,Beauty,1620.0,38.398511377847754,Prepaid_Card,304,7,1.0,213.4,7.0,0,2.0,0
33,Electronics,34927.0,59.28958171888079,COD,309,11,3.0,237.6,5.0,1,5.0,0
34,Electronics,7922.0,17.95304592092687,COD,231,6,0.0,156.9,4.0,1,5.0,0
35,Electronics,15145.0,33.92390481587521,Wallet,1001,21,2.0,178.7,4.0,1,3.0,0
36,Apparel,1962.0,21.92132616234777,Prepaid_UPI,96,2,0.0,430.1,5.0,1,2.0,0
37,Apparel,1310.0,29.590885307395517,Wallet,341,12,4.0,300.4,3.0,0,3.0,0
38,Electronics,24494.0,22.63237836364801,COD,231,4,2.0,205.6,5.0,1,,1
39,Apparel,1700.0,0.0,COD,180,5,0.0,299.0,2.0,1,1.0,0
40,Home,4750.0,18.997199233927347,Prepaid_Card,9,0,0.0,273.8,4.0,1,2.0,0
41,Electronics,4248.0,36.993326092128015,Prepaid_Card,250,8,0.0,181.6,6.0,0,2.0,1
42,Footwear,3716.0,10.521900650971443,COD,258,8,1.0,157.0,8.0,1,3.0,0
43,Home,7406.0,35.81419664607315,Prepaid_UPI,1304,29,2.0,178.1,5.0,1,,0
44,Apparel,496.0,24.754137465855173,Wallet,387,8,3.0,394.2,7.0,1,5.0,0
45,Footwear,985.0,19.127642037186863,Prepaid_Card,158,3,1.0,204.9,4.0,0,5.0,0
46,Footwear,3308.0,35.58723077925052,COD,386,5,1.0,424.0,2.0,1,5.0,1
47,Electronics,27676.0,32.215473153463925,COD,23,1,0.0,168.9,9.0,0,1.0,0
48,Apparel,1089.0,28.308206067970527,COD,148,3,0.0,145.7,4.0,0,3.0,0
49,Home,4452.0,37.23850304170621,COD,135,1,0.0,211.5,7.0,0,,0
50,Apparel,1666.0,25.04647479382871,Prepaid_Card,299,3,0.0,263.8,3.0,0,3.0,0
51,Apparel,1308.0,0.0,Prepaid_Card,614,14,3.0,237.9,6.0,0,4.0,0
52,Apparel,652.0,16.328186903015208,Prepaid_Card,501,12,4.0,282.9,5.0,0,3.0,1
53,Footwear,858.0,0.0,Prepaid_UPI,228,6,0.0,287.9,4.0,1,4.0,0
54,Home,3679.0,31.86047239312951,COD,365,6,0.0,324.5,9.0,1,,0
55,Home,7406.0,35.442997589394516,COD,66,2,0.0,122.2,5.0,0,,1
56,Footwear,2731.0,36.12553363199562,COD,88,2,0.0,160.3,4.0,0,1.0,1
57,Electronics,16890.0,29.33642048844706,COD,366,10,1.0,246.1,8.0,1,,0
58,Home,7297.0,36.51887694083948,Prepaid_Card,51,0,0.0,182.0,1.0,0,5.0,0
59,Apparel,1100.0,0.0,Prepaid_UPI,106,5,0.0,212.8,1.0,0,3.0,0
60,Apparel,1316.0,20.386496173085686,Prepaid_UPI,281,9,3.0,228.2,6.0,0,4.0,0
61,Home,1197.0,0.7762601678767744,Prepaid_Card,148,4,1.0,198.8,5.0,0,3.0,0
62,Electronics,33498.0,16.625055807911664,COD,100,3,0.0,180.2,3.0,0,3.0,0
63,Home,5692.0,46.243776038991356,COD,183,6,1.0,138.3,5.0,0,2.0,0
64,Footwear,3677.0,38.39855773532041,COD,169,2,0.0,202.7,7.0,1,4.0,0
65,Home,2804.0,31.934281097116326,COD,69,1,0.0,175.5,2.0,1,1.0,1
66,Home,3658.0,19.275696570990352,Prepaid_UPI,36,1,0.0,342.9,4.0,0,5.0,0
67,Home,1596.0,7.096078233316273,Prepaid_Card,584,17,0.0,305.8,5.0,1,4.0,0
68,Apparel,2136.0,24.805415256766434,COD,1009,20,3.0,120.8,5.0,0,2.0,0
69,Apparel,555.0,38.6601374773346,COD,871,23,1.0,490.9,6.0,0,4.0,0
70,Electronics,29627.0,28.148072338888515,COD,57,1,0.0,179.1,1.0,0,5.0,0
71,Apparel,1669.0,0.0,Wallet,732,16,2.0,99.6,6.0,0,1.0,0
72,Electronics,8109.0,23.569163456737527,COD,29,3,0.0,166.6,1.0,0,1.0,0
73,Footwear,1961.0,0.0,COD,99,6,1.0,90.0,4.0,1,3.0,0
74,Apparel,478.0,34.06275749659011,COD,231,6,1.0,98.1,2.0,1,,1
75,Apparel,1402.0,11.604883778999275,Prepaid_UPI,431,12,1.0,788.7,5.0,1,1.0,0
76,Apparel,2191.0,3.6531790022060058,Prepaid_Card,48,0,0.0,334.5,6.0,0,1.0,0
77,Apparel,1174.0,34.26895994098305,Prepaid_Card,374,7,1.0,114.0,5.0,1,3.0,0
78,Home,7923.0,30.390667557759798,COD,536,9,2.0,76.4,3.0,1,,0
79,Home,1272.0,25.485984436213165,COD,6,0,0.0,212.0,2.0,1,,1
80,Footwear,2070.0,54.875619207265764,Prepaid_UPI,219,6,3.0,69.1,4.0,0,1.0,0
81,Home,7245.0,31.52499754383934,COD,437,10,1.0,206.6,4.0,1,3.0,0
82,Electronics,39599.0,12.325646051089494,COD,76,5,2.0,274.5,5.0,1,3.0,0
83,Footwear,1794.0,29.788058012274124,Prepaid_Card,1587,39,1.0,286.0,4.0,0,3.0,0
84,Apparel,1621.0,17.708839849053355,COD,40,1,0.0,113.3,8.0,0,1.0,1
85,Apparel,1995.0,41.00138232845503,COD,18,0,0.0,253.2,5.0,1,3.0,1
86,Apparel,1780.0,26.214658102456422,Prepaid_UPI,1214,29,7.0,386.0,7.0,1,1.0,0
87,Footwear,3014.0,27.698849302006728,Prepaid_Card,64,4,1.0,182.7,3.0,1,3.0,0
88,Electronics,7883.0,0.36447384707058816,COD,837,19,4.0,109.8,6.0,0,4.0,0
89,Apparel,531.0,22.920274292544285,COD,295,8,1.0,177.6,6.0,1,,0
90,Electronics,28120.0,21.156012186021112,Prepaid_UPI,193,5,0.0,122.0,3.0,1,5.0,0
91,Apparel,1300.0,6.636798171841734,COD,1308,27,10.0,915.6,1.0,0,3.0,1
92,Home,2133.0,18.677477704167327,COD,768,15,0.0,350.7,7.0,1,4.0,0
93,Electronics,14023.0,28.536286653761174,Prepaid_Card,448,10,1.0,310.6,4.0,1,,1
94,Electronics,18373.0,21.934756009839802,Prepaid_Card,162,3,1.0,77.0,3.0,1,5.0,0
95,Apparel,1292.0,0.8185046262394948,Wallet,954,22,3.0,92.8,4.0,0,2.0,0
96,Home,3305.0,17.90174750204585,COD,4,0,0.0,189.5,2.0,0,1.0,1
97,Electronics,18163.0,14.979628164401888,COD,223,2,0.0,171.8,6.0,0,3.0,0
98,Apparel,608.0,24.902702845467743,Prepaid_Card,171,0,0.0,151.3,4.0,0,3.0,1
99,Apparel,1958.0,23.282988428416335,Prepaid_Card,2,2,0.0,413.8,5.0,1,5.0,0
100,Beauty,1582.0,15.825804068322297,COD,702,14,5.0,693.1,7.0,0,3.0,1
101,Beauty,493.0,15.24004834864973,Prepaid_Card,37,0,0.0,151.5,5.0,0,,0
102,Home,3564.0,23.008338819767495,COD,176,3,0.0,53.8,8.0,0,5.0,0
103,Apparel,1150.0,36.44465132479844,Prepaid_UPI,155,2,0.0,156.1,4.0,1,5.0,0
104,Beauty,1561.0,26.179607840622786,Prepaid_UPI,471,9,1.0,402.8,1.0,1,3.0,0
105,Footwear,2935.0,43.3460398793607,Prepaid_Card,185,6,0.0,350.7,3.0,1,1.0,0
106,Home,5268.0,38.99786468262836,Wallet,124,2,0.0,227.1,3.0,1,5.0,0
107,Electronics,31768.0,44.45023744313728,Wallet,104,4,1.0,308.9,5.0,0,,0
108,Apparel,586.0,42.52941477704584,COD,389,10,4.0,181.3,8.0,1,5.0,1
109,Apparel,949.0,45.444242751110835,COD,81,2,0.0,147.6,5.0,0,1.0,1
110,Beauty,191.0,4.70285784293149,Prepaid_Card,611,15,2.0,129.9,4.0,0,2.0,0
111,Electronics,21113.0,31.711394168657023,COD,16,0,0.0,220.3,4.0,0,,0
112,Apparel,1173.0,40.27480829295845,COD,195,7,1.0,158.7,6.0,0,4.0,1
113,Apparel,1722.0,42.98540982784928,COD,406,11,0.0,115.7,5.0,1,2.0,1
114,Home,1587.0,10.439217804790712,Wallet,368,10,0.0,244.9,6.0,0,5.0,0
115,Apparel,1537.0,31.86070787397157,COD,315,5,0.0,170.2,3.0,0,3.0,0
116,Footwear,1727.0,23.128045974256285,Prepaid_UPI,123,3,1.0,410.9,9.0,0,2.0,0
117,Footwear,2028.0,49.70590349511418,COD,356,4,1.0,272.2,4.0,0,4.0,0
118,Home,5839.0,1.19062563408324,COD,689,18,0.0,580.1,3.0,0,4.0,1
119,Electronics,4334.0,10.460656278657018,Prepaid_UPI,512,10,2.0,288.8,7.0,1,2.0,0
120,Home,2939.0,0.0,COD,217,4,0.0,209.8,6.0,1,,0
121,Home,3313.0,24.169244305496232,COD,309,4,2.0,374.4,3.0,1,,1
122,Home,5811.0,55.957604039044774,COD,25,0,0.0,541.8,6.0,0,3.0,1
123,Apparel,759.0,21.334875722000618,Prepaid_UPI,280,6,2.0,68.0,4.0,1,1.0,1
124,Electronics,42697.0,23.515499837863814,COD,16,4,0.0,376.8,5.0,0,,0
125,Apparel,2196.0,30.25358155934807,COD,139,5,1.0,220.0,5.0,1,4.0,0
126,Electronics,37068.0,20.255642724890638,COD,646,13,2.0,291.6,10.0,1,2.0,0
127,Electronics,14327.0,27.490390287161205,COD,170,0,0.0,566.6,8.0,0,1.0,0
128,Apparel,1595.0,27.88317503991721,COD,332,3,0.0,230.9,7.0,1,5.0,0
129,Apparel,550.0,9.316650218597097,Prepaid_Card,198,2,0.0,110.5,6.0,0,5.0,0
130,Home,7009.0,20.589299326754976,COD,169,1,0.0,84.4,2.0,0,4.0,0
131,Apparel,1329.0,33.128993897353695,COD,664,15,1.0,556.5,5.0,1,2.0,1
132,Beauty,565.0,35.92864174844643,Prepaid_Card,919,20,4.0,271.1,4.0,1,3.0,0
133,Home,2821.0,41.47752484291412,Prepaid_UPI,155,3,0.0,231.2,4.0,1,4.0,1
134,Electronics,36273.0,27.03154100174191,COD,112,1,0.0,520.5,5.0,1,,0
135,Home,7001.0,27.33678566866661,COD,115,3,0.0,142.0,1.0,1,,1
136,Apparel,1335.0,33.252772978219376,COD,263,3,0.0,142.5,4.0,0,4.0,1
137,Beauty,1279.0,13.07844679643038,Wallet,512,11,2.0,619.5,5.0,1,4.0,0
138,Electronics,34082.0,12.463314220162568,COD,526,13,3.0,128.3,7.0,1,2.0,1
139,Footwear,3805.0,20.12803213518402,COD,130,2,0.0,97.5,3.0,1,,1
140,Apparel,1777.0,2.8747345066884478,Prepaid_Card,13,1,0.0,613.9,3.0,1,5.0,0
141,Electronics,18038.0,28.103511575498636,COD,117,0,0.0,368.2,3.0,0,1.0,1
142,Electronics,29316.0,37.736230542523955,COD,488,7,0.0,219.5,4.0,1,3.0,0
143,Beauty,2165.0,11.349345327424686,COD,378,9,1.0,786.2,2.0,0,3.0,0
144,Home,1469.0,28.527237848279064,Prepaid_Card,643,16,0.0,166.3,7.0,1,2.0,0
145,Electronics,18200.0,12.563034235870099,Prepaid_Card,1281,28,2.0,324.3,6.0,1,2.0,1
146,Apparel,502.0,6.751367470076108,Prepaid_Card,75,6,1.0,302.6,10.0,1,5.0,1
147,Electronics,19109.0,52.833415656395,Prepaid_UPI,178,1,0.0,527.9,3.0,1,4.0,0
148,Electronics,35026.0,6.966502959741366,COD,404,8,2.0,140.3,6.0,1,3.0,0
149,Electronics,9830.0,2.8102102286823225,Wallet,538,12,1.0,613.9,2.0,1,4.0,0
150,Apparel,1375.0,25.22073095582969,Prepaid_UPI,347,9,1.0,738.5,8.0,0,1.0,0
151,Footwear,646.0,26.027822176911492,Prepaid_UPI,637,13,0.0,474.4,4.0,0,1.0,0
152,Footwear,4091.0,32.00848211784911,Prepaid_UPI,62,0,0.0,151.5,4.0,1,5.0,0
153,Apparel,1876.0,52.018420802648606,COD,37,2,0.0,265.2,7.0,1,,1
154,Home,4338.0,10.343052772080545,COD,92,2,0.0,301.8,7.0,1,1.0,0
155,Apparel,1670.0,13.323447430391493,Prepaid_Card,669,14,0.0,295.5,2.0,0,2.0,0
156,Home,1100.0,46.132082459602856,COD,105,3,0.0,81.8,4.0,0,,0
157,Apparel,1921.0,36.08685648258677,Prepaid_Card,180,4,0.0,349.4,8.0,1,2.0,0
158,Home,5808.0,34.00122006642599,COD,2014,44,11.0,277.6,4.0,1,,0
159,Footwear,980.0,13.151969567390214,COD,608,13,2.0,212.9,5.0,1,,0
160,Footwear,4423.0,38.88832330618378,Wallet,98,1,0.0,225.0,6.0,0,4.0,0
161,Apparel,441.0,34.047742302715534,Prepaid_UPI,35,0,0.0,803.0,8.0,0,4.0,0
162,Beauty,1627.0,24.843059021790484,Prepaid_Card,196,3,1.0,478.5,6.0,1,,1
163,Apparel,709.0,13.226082846497615,COD,889,20,2.0,73.2,4.0,0,3.0,0
164,Apparel,1695.0,23.600433315826677,Prepaid_Card,83,0,0.0,214.2,1.0,1,4.0,0
165,Home,842.0,46.727303327249075,Prepaid_UPI,140,5,2.0,429.3,6.0,1,4.0,1
166,Electronics,4752.0,5.590483710944795,Prepaid_Card,215,5,1.0,485.1,5.0,0,4.0,0
167,Footwear,2365.0,10.00301397904795,Prepaid_Card,385,6,1.0,290.8,8.0,0,4.0,0
168,Footwear,4476.0,12.58296347394002,Prepaid_Card,383,12,3.0,115.6,6.0,0,2.0,0
169,Apparel,898.0,15.837682659853826,COD,1112,25,3.0,107.8,3.0,0,5.0,0
170,Beauty,1589.0,21.763949702184593,Prepaid_UPI,62,0,0.0,345.2,2.0,1,4.0,0
171,Apparel,1333.0,36.37856542302859,Wallet,1222,30,6.0,186.8,4.0,0,2.0,1
172,Electronics,38085.0,28.92121171626194,Prepaid_Card,75,4,1.0,129.2,5.0,1,1.0,0
173,Apparel,919.0,22.912615757551432,COD,175,2,0.0,37.6,5.0,1,,1
174,Beauty,1454.0,26.15490212620518,Prepaid_Card,99,2,0.0,88.6,2.0,0,5.0,0
175,Apparel,2111.0,31.359864405447688,Prepaid_Card,370,7,1.0,273.1,1.0,0,3.0,1
176,Apparel,999.0,0.0,Wallet,68,0,0.0,204.1,2.0,0,5.0,1
177,Electronics,20446.0,38.07376287631901,Prepaid_UPI,317,8,2.0,513.8,1.0,0,2.0,0
178,Beauty,2239.0,9.603805856703966,COD,329,9,1.0,100.8,2.0,0,,0
179,Footwear,1830.0,15.34734443233768,COD,121,4,1.0,151.5,5.0,0,5.0,0
180,Footwear,2023.0,27.106529825553796,Prepaid_Card,382,9,0.0,169.8,8.0,1,2.0,1
181,Footwear,1716.0,20.868912579941238,COD,102,4,0.0,257.2,1.0,0,4.0,0
182,Footwear,3738.0,29.303956616400093,Prepaid_Card,114,0,0.0,170.5,2.0,0,3.0,0
183,Electronics,41951.0,24.127418776846085,Prepaid_UPI,448,14,4.0,139.6,5.0,1,5.0,0
184,Apparel,1536.0,17.66001569407568,Prepaid_UPI,34,0,0.0,294.9,4.0,0,4.0,0
185,Footwear,2995.0,44.93137254064423,COD,76,0,0.0,249.1,5.0,1,,0
186,Home,3303.0,32.62098298015202,Prepaid_UPI,318,6,0.0,375.4,5.0,0,2.0,0
187,Electronics,1747.0,26.531759877034293,Prepaid_UPI,61,0,0.0,201.3,4.0,1,5.0,0
188,Apparel,713.0,32.387797612890495,COD,365,8,1.0,457.8,7.0,0,,0
189,Footwear,1090.0,11.420057609387564,Prepaid_Card,260,5,0.0,130.4,10.0,1,3.0,0
190,Apparel,609.0,54.621576127250265,Prepaid_Card,923,21,3.0,344.3,2.0,1,3.0,0
191,Beauty,1687.0,5.6854419837529235,Prepaid_UPI,1069,22,1.0,396.5,7.0,0,,0
192,Apparel,645.0,23.697529874401024,COD,334,8,1.0,43.0,9.0,1,,1
193,Apparel,554.0,17.703605820733895,COD,389,6,0.0,348.8,8.0,0,5.0,1
194,Footwear,2030.0,17.133784368594277,Prepaid_Card,1625,38,2.0,218.9,3.0,1,1.0,0
195,Apparel,848.0,15.186148655278608,COD,88,3,1.0,260.5,4.0,1,5.0,0
196,Apparel,663.0,10.424349985022479,COD,56,1,0.0,507.2,1.0,1,,0
197,Home,1425.0,39.82513307212179,Prepaid_UPI,400,8,1.0,231.8,3.0,0,3.0,0
198,Footwear,1525.0,3.9294580812567403,COD,83,2,0.0,124.7,3.0,1,5.0,0
199,Apparel,1366.0,36.7534584802573,Prepaid_Card,132,1,0.0,333.2,6.0,1,4.0,0
200,Apparel,1765.0,31.728066020814733,Wallet,827,18,2.0,208.8,2.0,1,5.0,0
201,Footwear,3911.0,16.28663302480981,Prepaid_Card,629,14,3.0,234.8,5.0,0,1.0,0
202,Beauty,1916.0,29.989109256907795,Prepaid_Card,262,11,6.0,221.0,5.0,1,3.0,0
203,Electronics,28716.0,19.63151473455138,Prepaid_Card,262,3,0.0,367.0,3.0,0,1.0,0
204,Apparel,2034.0,5.484904922359721,COD,592,8,3.0,293.5,6.0,1,4.0,0
205,Apparel,1336.0,5.643495179936405,COD,170,3,0.0,236.8,4.0,0,,0
206,Apparel,1540.0,31.831622747045362,Prepaid_UPI,184,1,0.0,281.9,5.0,1,1.0,0
207,Apparel,1141.0,31.053554855275344,COD,209,3,0.0,128.4,2.0,0,2.0,0
208,Home,2821.0,25.630171214788295,COD,786,15,2.0,349.9,3.0,1,5.0,1
209,Apparel,997.0,16.1272519098924,COD,115,1,0.0,298.0,7.0,1,2.0,1
210,Electronics,7696.0,19.14352699553468,Prepaid_UPI,749,15,2.0,545.2,1.0,1,5.0,0
211,Home,6434.0,17.116702642539604,COD,593,15,1.0,162.6,6.0,0,3.0,0
212,Home,726.0,0.0,Prepaid_UPI,235,5,1.0,165.4,4.0,1,1.0,1
213,Apparel,1614.0,22.91879875384419,COD,280,8,1.0,268.6,1.0,0,,0
214,Footwear,3958.0,29.836822918142516,Prepaid_Card,1167,26,1.0,231.0,4.0,1,,0
215,Home,4130.0,23.014131981673085,COD,46,3,0.0,125.0,6.0,0,5.0,0
216,Footwear,781.0,48.537237580288036,COD,215,4,0.0,108.8,10.0,0,2.0,1
217,Apparel,1171.0,6.931567827550298,Prepaid_Card,516,15,1.0,444.9,9.0,0,3.0,0
218,Apparel,1018.0,12.083444246594194,Prepaid_UPI,498,12,1.0,151.6,2.0,1,3.0,0
219,Beauty,2466.0,23.99528493525505,COD,183,3,0.0,201.9,6.0,0,3.0,0
220,Electronics,31477.0,25.656502152886475,Prepaid_Card,2,1,0.0,103.2,4.0,1,2.0,0
221,Apparel,1698.0,0.0,Prepaid_Card,1038,23,3.0,741.9,3.0,0,5.0,0
222,Electronics,23793.0,31.040469998134043,COD,813,18,1.0,158.0,7.0,1,,0
223,Home,5762.0,25.72475259333398,Prepaid_Card,169,4,0.0,217.0,5.0,0,2.0,0
224,Beauty,1848.0,0.0,COD,97,4,1.0,80.6,5.0,0,3.0,1
225,Apparel,519.0,20.249360966726172,Prepaid_Card,129,0,0.0,259.9,1.0,0,5.0,0
226,Beauty,673.0,9.871877170919985,COD,253,5,0.0,630.8,2.0,1,5.0,0
227,Apparel,423.0,15.200151035293146,Prepaid_Card,98,4,0.0,111.2,3.0,1,3.0,1
228,Home,4226.0,1.928488229832059,COD,232,6,0.0,266.8,6.0,1,,0
229,Home,7044.0,28.242830180103585,Prepaid_Card,58,0,0.0,180.5,6.0,0,5.0,0
230,Apparel,1497.0,48.426645708553394,Prepaid_Card,26,0,0.0,238.3,8.0,0,3.0,0
231,Apparel,1300.0,25.97535361255424,Wallet,126,6,1.0,190.0,2.0,0,5.0,0
232,Electronics,41757.0,0.0,Prepaid_Card,45,1,0.0,98.7,8.0,0,4.0,0
233,Beauty,555.0,26.283940559991983,Prepaid_UPI,137,6,2.0,280.9,4.0,1,2.0,0
234,Home,874.0,19.08041811701447,COD,767,19,5.0,381.8,5.0,1,1.0,0
235,Beauty,2306.0,5.484811978688455,COD,185,3,0.0,184.9,4.0,1,5.0,0
236,Footwear,4111.0,27.30435747086541,COD,605,8,1.0,442.4,5.0,0,3.0,1
237,Electronics,31114.0,35.19647092191033,Prepaid_Card,74,1,0.0,446.0,6.0,1,3.0,0
238,Footwear,1484.0,11.972597771602935,Prepaid_UPI,809,18,2.0,382.1,7.0,1,1.0,0
239,Apparel,2146.0,0.0,Prepaid_UPI,858,20,2.0,121.0,4.0,1,5.0,0
240,Apparel,1778.0,0.0,Prepaid_Card,189,2,0.0,328.5,5.0,1,4.0,0
241,Footwear,3196.0,12.014723596220168,Prepaid_Card,9,1,0.0,309.3,2.0,1,1.0,1
242,Footwear,1392.0,19.667447961102855,COD,434,10,2.0,136.2,6.0,0,5.0,0
243,Apparel,1324.0,14.259916545437813,COD,134,5,1.0,174.2,5.0,1,3.0,0
244,Electronics,37229.0,11.75076861006427,Prepaid_UPI,137,2,0.0,239.9,3.0,0,4.0,0
245,Home,6924.0,30.518492906922326,COD,1182,27,12.0,169.5,2.0,0,5.0,0
246,Footwear,2746.0,28.942390692188866,COD,23,1,0.0,218.5,5.0,1,5.0,0
247,Home,4326.0,24.993901041402882,Wallet,338,9,2.0,557.8,7.0,0,5.0,0
248,Electronics,31759.0,34.24731676516159,Wallet,330,6,0.0,142.5,8.0,1,1.0,0
249,Electronics,24337.0,12.155389708070224,Prepaid_Card,119,0,0.0,140.3,2.0,0,3.0,0
250,Electronics,19494.0,5.58161147412148,COD,138,3,0.0,426.2,7.0,1,2.0,0
251,Home,958.0,14.164994886589422,Prepaid_UPI,12,0,0.0,247.5,6.0,0,5.0,0
252,Footwear,1004.0,13.130458424773439,COD,108,0,0.0,265.1,8.0,1,4.0,1
253,Electronics,34500.0,0.0,Prepaid_Card,64,0,0.0,203.2,6.0,1,2.0,0
254,Apparel,444.0,13.816470406795439,COD,57,0,0.0,204.9,4.0,0,1.0,1
255,Apparel,494.0,38.57275832773338,Wallet,53,1,0.0,224.3,6.0,1,5.0,1
256,Footwear,4119.0,34.01280145926793,Wallet,57,1,0.0,265.9,1.0,1,3.0,0
257,Footwear,3316.0,29.8777578543412,Prepaid_Card,85,0,0.0,379.6,2.0,0,4.0,0
258,Apparel,408.0,23.974270648554686,COD,141,0,0.0,128.2,3.0,0,4.0,0
259,Apparel,962.0,43.733477892130466,Prepaid_Card,134,5,1.0,148.6,3.0,0,4.0,1
260,Home,6178.0,6.097481576980583,COD,525,11,1.0,430.9,1.0,1,2.0,0
261,Apparel,1152.0,7.527593170557001,Prepaid_UPI,165,4,1.0,254.7,3.0,1,,0
262,Footwear,2375.0,38.864429105328,COD,192,2,0.0,190.1,3.0,1,,0
263,Apparel,1226.0,22.41407345258063,COD,685,15,4.0,286.8,4.0,1,,0
264,Apparel,764.0,11.93232539433732,Prepaid_UPI,61,1,0.0,172.1,5.0,0,5.0,0
265,Beauty,1845.0,30.278869401347052,Prepaid_Card,123,1,0.0,416.9,2.0,0,5.0,0
266,Apparel,585.0,15.422995574680225,Prepaid_UPI,20,0,0.0,155.7,4.0,1,2.0,0
267,Apparel,1313.0,9.437117567908977,COD,38,0,0.0,168.4,4.0,0,2.0,0
268,Apparel,706.0,9.019722806993645,Prepaid_UPI,57,5,0.0,186.5,1.0,1,4.0,0
269,Apparel,484.0,26.82324041539024,COD,1187,26,5.0,309.8,4.0,1,1.0,0
270,Apparel,658.0,25.087232449459936,COD,358,10,0.0,444.1,5.0,1,5.0,0
271,Apparel,1965.0,44.75120149983926,Prepaid_Card,98,2,0.0,329.5,6.0,1,,0
272,Apparel,717.0,17.64866130097746,COD,168,3,1.0,380.4,2.0,0,,0
273,Apparel,901.0,17.392758268031315,Prepaid_Card,5,0,0.0,83.6,4.0,0,4.0,0
274,Home,1363.0,43.59450295790374,COD,911,23,2.0,80.9,7.0,1,4.0,0
275,Home,5964.0,36.78470189916386,COD,832,19,1.0,98.5,1.0,1,3.0,0
276,Electronics,20711.0,24.173474556441086,Prepaid_UPI,512,10,2.0,228.4,4.0,0,2.0,0
277,Apparel,2099.0,0.0,COD,5,0,0.0,178.4,1.0,0,,0
278,Electronics,30297.0,9.822178265751512,Prepaid_Card,138,5,0.0,102.7,4.0,0,1.0,0
279,Footwear,2626.0,6.188578039183955,Prepaid_UPI,439,4,1.0,23.3,3.0,0,5.0,0
280,Footwear,3127.0,22.54677665349054,COD,373,9,2.0,322.2,5.0,0,,0
281,Apparel,473.0,14.374883281876837,Prepaid_UPI,29,2,1.0,487.3,4.0,1,5.0,0
282,Apparel,2111.0,46.0435733926345,COD,89,0,0.0,387.3,2.0,1,3.0,0
283,Apparel,2122.0,0.0,COD,12,1,0.0,220.8,8.0,1,4.0,0
